Date,Tank_ID,pH_Treatment,Temp_Treatment,Temp_C,pH,mV,DO_mgL,DO_Percent,Conductivity,Salinity,TA,K1,K2,pCO2,pCO2insitu,HCO3,CO3,DIC,OmegaAragonite,OmegaCalcite
2022-08-27,TNK_8,Low,26,25.282,7.781080276569638,-60.5,6.57,96.6,50.1,32.8,2446.7281204253995,NA,NA,883.5969260702467,883.596935203008,2127.9085989460855,132.4621960373309,2285.562811900413,2.134490789750683,3.2519865498640783
2022-08-27,TNK_9,Low,12,12.446,7.928473108323154,-62.8,9.46,111.09,49.7,32.2,2451.27641769483,NA,NA,591.9208702447121,591.9208756051419,2170.553654389638,115.32716844389769,2310.233696036882,1.777047202551574,2.7982331793061457
2022-08-27,TNK_10,Ambient,14,13.927,8.013618229013375,-68.3,8.6,102.3,50.1,32.8,2445.80906477528,NA,NA,472.7901788769309,472.7901821905006,2091.852760500489,145.34397795196338,2255.6992819971265,2.2430278625492,3.516582354537647
2022-08-27,TNK_11,Ambient,16,16.347,8.014285781103368,-69.6,8.31,103.8,50,32.7,2455.20146998725,NA,NA,475.64781863371246,475.6478218211067,2072.3738134608802,157.8092285113169,2247.4977720950155,2.4534499541289128,3.827414166225085
2022-08-27,TNK_12,Ambient,18,18.346,8.031120454656987,-71.6,7.69,99.8,49.9,32.8,2454.74029958426,NA,NA,454.7492425516115,454.74924534540565,2033.2520239218788,174.04192178819233,2222.9053295321605,2.722782231588411,4.226773399731082
2022-08-27,TNK_13,Ambient,20,21.212,7.927910358851486,-67.1,7.67,104.9,49.8,32.7,2455.90236756156,NA,NA,601.040854091284,601.0408586889829,2079.6685207223054,155.86477857068988,2254.599793271781,2.466561246272447,3.8021810555193425
2022-08-27,TNK_14,Ambient,22,21.912,7.940778110875427,-68.2,7.16,99.3,50,32.8,2469.86585880846,NA,NA,583.9146501999868,583.9146544764302,2072.8945099759017,164.65803139845875,2255.7190581160276,2.6121569968575753,4.018077598615194
2022-08-27,TNK_15,Ambient,24,25.873,7.907046174683602,-68.4,7.03,104.1,49.8,31.6,2465.15285146374,NA,NA,645.1427558094645,645.1427606234239,2058.895512713438,169.70269041603572,2246.85532591659,2.7597602944512705,4.210897451695874
2022-08-27,TNK_16,Ambient,26,27.728,7.8548024506120635,-66.3,6.28,100.6,50.6,31.1,2459.57292357474,NA,NA,743.7142374400147,743.7142436005122,2077.077361850791,160.22608423347123,2257.47811322755,2.6388866354015974,4.00978577206326
2022-08-27,TNK_18,Ambient,12,13.004,7.952503847528612,-64.3,10.07,118,50.7,33.2,2457.06100018823,NA,NA,554.6548519917768,554.6548566411295,2148.6338889839576,126.40253837179424,2297.3175744268824,1.9431482995379479,3.049344490801639
2022-08-27,TNK_SMP,Sump,10,11.841,8.021904477996584,-67.7,9.86,112.8,50.2,32.8,2473.70771917376,NA,NA,466.2799273706102,466.27993073888877,2134.0232122570806,139.41430748117108,2292.9196073659173,2.14068238380555,3.3698380084651287
2022-08-28,TNK_2,Low,14,13.786,7.68595424173768,-49.6,9.98,126.2,49.8,32.6,2495.2411369073893,NA,NA,1111.6915187171105,1111.6915370947052,2313.675745908774,74.81318993222318,2432.23957436293,1.1550120343098917,1.812179018771855
2022-08-28,TNK_3,Low,16,16.214,7.685036105213552,-50.6,8.67,104.4,50,32.9,2457.24596851574,NA,NA,1105.9484319942476,1105.948449273644,2261.325904894218,80.67766880332805,2382.370375847268,1.2527263455841628,1.953940051026991
2022-08-28,TNK_4,Low,18,18.089,7.735817495400551,-54.4,7.56,95.6,49.8,32.8,2506.8636629221296,NA,NA,1001.0384015755496,1001.0384151872952,2271.4139932253347,97.55437281135046,2403.586797326059,1.5248023577831724,2.368529104002536
2022-08-28,TNK_5,Low,20,20.187,7.725575415198732,-54.8,7.34,99.8,49.7,32.7,2455.27264560681,NA,NA,1012.6560478411608,1012.6560611746563,2213.2203024735054,100.1962702991447,2346.452647827466,1.579049803944807,2.4406179006961635
2022-08-28,TNK_6,Low,22,22.213,7.733576420951051,-56.2,7.14,103.9,50,32.9,2446.67043992781,NA,NA,992.5059393311705,992.505951609213,2183.294712393374,109.10764924498726,2323.015135840805,1.732289761004364,2.6618163282096177
2022-08-28,TNK_7,Low,24,25.067,7.802767640949039,-61.7,6.87,104.1,49.8,32.6,2458.15253517755,NA,NA,840.0853767957209,840.0853850891292,2127.7510486407873,137.4447192193514,2289.3065938898135,2.214743084627933,3.378126341903543
2022-08-28,TNK_8,Low,26,26.103,7.772728741082681,-60.4,6.49,96.8,50.1,32.9,2446.7281204253995,NA,NA,903.2050533848915,903.2050627664602,2124.3141771855853,133.99797300291814,2283.5265847949836,2.167073809051806,3.29265166233922
2022-08-28,TNK_9,Low,12,12.454,7.92762854469048,-62.7,9.46,112.56,50.1,32.6,2451.27641769483,NA,NA,591.5712023361486,591.5712076883784,2168.0959791227788,116.1668623566734,2308.5336889247633,1.7875103147324825,2.8119332819595986
2022-08-28,TNK_10,Ambient,14,13.933,8.024341083724964,-68.9,8.7,104.6,50.2,32.9,2445.80906477528,NA,NA,459.2503052177506,459.25030834369505,2083.371436583567,148.77743607898762,2250.106858697362,2.2951559839838787,3.5974372307287936
