V1,V2,V3
-119.031325301205,34.1661016949153,134.810684204102
-119.014457831325,34.1661016949153,214.470687866211
-118.997590361446,34.1661016949153,286.680694580078
-118.980722891566,34.1661016949153,289.830688476562
-118.963855421687,34.1661016949153,248.350677490234
-118.946987951807,34.1661016949153,313.360687255859
-118.930120481928,34.1661016949153,395.838958740234
-118.913253012048,34.1661016949153,374.938934326172
-118.896385542169,34.1661016949153,366.408935546875
-118.879518072289,34.1661016949153,362.548950195312
-118.86265060241,34.1661016949153,351.248931884766
-118.84578313253,34.1661016949153,307.058959960938
-118.828915662651,34.1661016949153,290.038940429688
-118.812048192771,34.1661016949153,335.158935546875
-118.795180722892,34.1661016949153,329.040252685547
-118.778313253012,34.1661016949153,334.700256347656
-118.761445783133,34.1661016949153,292.930236816406
-118.744578313253,34.1661016949153,330.690246582031
-118.727710843374,34.1661016949153,356.140228271484
-118.710843373494,34.1661016949153,333.540252685547
-118.693975903614,34.1661016949153,293.130249023438
-118.677108433735,34.1661016949153,351.840240478516
-118.660240963855,34.1661016949153,330.653961181641
-118.643373493976,34.1661016949153,291.653961181641
-118.626506024096,34.1661016949153,298.433959960938
-118.609638554217,34.1661016949153,309.653961181641
-118.592771084337,34.1661016949153,308.183959960938
-118.575903614458,34.1661016949153,319.443969726562
-118.559036144578,34.1661016949153,299.353973388672
-118.542168674699,34.1661016949153,277.033966064453
-118.525301204819,34.1661016949153,271.123168945312
-118.50843373494,34.1661016949153,260.153167724609
-118.49156626506,34.1661016949153,233.943176269531
-118.474698795181,34.1661016949153,218.103179931641
-118.457831325301,34.1661016949153,207.343185424805
-118.440963855422,34.1661016949153,200.953186035156
-118.424096385542,34.1661016949153,198.423187255859
-118.407228915663,34.1661016949153,196.353179931641
-118.390361445783,34.1661016949153,192.428268432617
-118.373493975904,34.1661016949153,186.858261108398
-118.356626506024,34.1661016949153,179.428268432617
-118.339759036145,34.1661016949153,169.698272705078
-118.322891566265,34.1661016949153,161.238265991211
-118.306024096386,34.1661016949153,161.318267822266
-118.289156626506,34.1661016949153,156.498260498047
-118.272289156626,34.1661016949153,148.758270263672
-118.255421686747,34.1661016949153,171.334197998047
-118.238554216867,34.1661016949153,202.244186401367
-118.221686746988,34.1661016949153,258.984191894531
-118.204819277108,34.1661016949153,317.314178466797
-118.187951807229,34.1661016949153,428.654205322266
-118.171084337349,34.1661016949153,309.874206542969
-118.15421686747,34.1661016949153,271.464202880859
-118.13734939759,34.1661016949153,278.584197998047
-118.120481927711,34.1661016949153,271.103424072266
-118.103614457831,34.1661016949153,266.553405761719
-118.086746987952,34.1661016949153,243.863418579102
-118.069879518072,34.1661016949153,253.913421630859
-118.053012048193,34.1661016949153,245.203414916992
-118.036144578313,34.1661016949153,206.223419189453
-118.019277108434,34.1661016949153,205.013412475586
-118.002409638554,34.1661016949153,224.483413696289
-117.985542168675,34.1661016949153,239.211471557617
-117.968674698795,34.1661016949153,302.461456298828
-117.951807228916,34.1661016949153,400.881469726562
-117.934939759036,34.1661016949153,423.241485595703
-117.918072289157,34.1661016949153,324.451477050781
-117.901204819277,34.1661016949153,271.941467285156
-117.884337349398,34.1661016949153,398.051483154297
-117.867469879518,34.1661016949153,537.011474609375
-117.850602409639,34.1661016949153,483.666076660156
-117.833734939759,34.1661016949153,426.676086425781
-117.81686746988,34.1661016949153,512.926086425781
-117.8,34.1661016949153,715.006103515625
-119.2,34.1491525423729,0.21818882226944
-119.18313253012,34.1491525423729,4.11818885803223
-119.166265060241,34.1491525423729,4.34818887710571
-119.149397590361,34.1491525423729,4.78818893432617
-119.132530120482,34.1491525423729,4.44818878173828
-119.115662650602,34.1491525423729,4.63818883895874
-119.098795180723,34.1491525423729,4.17818880081177
-119.081927710843,34.1491525423729,4.58818864822388
-119.065060240964,34.1491525423729,10.1006803512573
-119.048192771084,34.1491525423729,62.7006797790527
-119.031325301205,34.1491525423729,174.660675048828
-119.014457831325,34.1491525423729,217.590682983398
-118.997590361446,34.1491525423729,208.480682373047
-118.980722891566,34.1491525423729,217.080673217773
-118.963855421687,34.1491525423729,339.180694580078
-118.946987951807,34.1491525423729,443.600677490234
-118.930120481928,34.1491525423729,465.818939208984
-118.913253012048,34.1491525423729,381.518951416016
-118.896385542169,34.1491525423729,339.038940429688
-118.879518072289,34.1491525423729,313.408935546875
-118.86265060241,34.1491525423729,323.838958740234
-118.84578313253,34.1491525423729,299.758941650391
-118.828915662651,34.1491525423729,278.548950195312
-118.812048192771,34.1491525423729,305.438934326172
-118.795180722892,34.1491525423729,355.370239257812
-118.778313253012,34.1491525423729,370.070251464844
-118.761445783133,34.1491525423729,285.810241699219
-118.744578313253,34.1491525423729,301.080230712891
-118.727710843374,34.1491525423729,298.220245361328
-118.710843373494,34.1491525423729,258.170227050781
-118.693975903614,34.1491525423729,324.630249023438
-118.677108433735,34.1491525423729,389.950256347656
-118.660240963855,34.1491525423729,370.573974609375
-118.643373493976,34.1491525423729,364.463958740234
-118.626506024096,34.1491525423729,343.183959960938
-118.609638554217,34.1491525423729,389.403961181641
-118.592771084337,34.1491525423729,410.893981933594
-118.575903614458,34.1491525423729,413.553955078125
-118.559036144578,34.1491525423729,374.553955078125
-118.542168674699,34.1491525423729,345.233978271484
-118.525301204819,34.1491525423729,371.023193359375
-118.50843373494,34.1491525423729,347.783172607422
-118.49156626506,34.1491525423729,304.573181152344
-118.474698795181,34.1491525423729,279.423187255859
-118.457831325301,34.1491525423729,280.523193359375
-118.440963855422,34.1491525423729,261.243194580078
-118.424096385542,34.1491525423729,237.353179931641
-118.407228915663,34.1491525423729,225.363174438477
-118.390361445783,34.1491525423729,203.858261108398
-118.373493975904,34.1491525423729,199.128265380859
-118.356626506024,34.1491525423729,187.598266601562
-118.339759036145,34.1491525423729,211.138259887695
-118.322891566265,34.1491525423729,305.858276367188
-118.306024096386,34.1491525423729,301.248260498047
-118.289156626506,34.1491525423729,206.628265380859
-118.272289156626,34.1491525423729,135.958267211914
-118.255421686747,34.1491525423729,154.87419128418
-118.238554216867,34.1491525423729,168.284194946289
-118.221686746988,34.1491525423729,202.294189453125
-118.204819277108,34.1491525423729,222.774185180664
-118.187951807229,34.1491525423729,255.544189453125
-118.171084337349,34.1491525423729,275.134185791016
-118.15421686747,34.1491525423729,253.434188842773
-118.13734939759,34.1491525423729,251.414184570312
-118.120481927711,34.1491525423729,239.033416748047
-118.103614457831,34.1491525423729,223.943420410156
-118.086746987952,34.1491525423729,210.533416748047
-118.069879518072,34.1491525423729,194.983413696289
-118.053012048193,34.1491525423729,171.25341796875
-118.036144578313,34.1491525423729,151.883422851562
-118.019277108434,34.1491525423729,148.893417358398
-118.002409638554,34.1491525423729,149.103424072266
-117.985542168675,34.1491525423729,164.351470947266
-117.968674698795,34.1491525423729,171.011474609375
-117.951807228916,34.1491525423729,184.391464233398
-117.934939759036,34.1491525423729,180.951477050781
-117.918072289157,34.1491525423729,184.451477050781
-117.901204819277,34.1491525423729,202.361465454102
-117.884337349398,34.1491525423729,230.25146484375
-117.867469879518,34.1491525423729,238.441467285156
-117.850602409639,34.1491525423729,261.856079101562
-117.833734939759,34.1491525423729,284.716064453125
-117.81686746988,34.1491525423729,352.836090087891
-117.8,34.1491525423729,494.086090087891
-119.2,34.1322033898305,-14.0678977966309
-119.18313253012,34.1322033898305,-6.40789794921875
-119.166265060241,34.1322033898305,1.64210200309753
-119.149397590361,34.1322033898305,2.12210202217102
-119.132530120482,34.1322033898305,2.66210198402405
-119.115662650602,34.1322033898305,3.2621021270752
-119.098795180723,34.1322033898305,3.49210214614868
-119.081927710843,34.1322033898305,29.8321018218994
-119.065060240964,34.1322033898305,109.997924804688
-119.048192771084,34.1322033898305,242.027923583984
-119.031325301205,34.1322033898305,191.727920532227
-119.014457831325,34.1322033898305,166.917922973633
-118.997590361446,34.1322033898305,162.587921142578
-118.980722891566,34.1322033898305,274.087921142578
-118.963855421687,34.1322033898305,570.257934570312
-118.946987951807,34.1322033898305,779.777954101562
-118.930120481928,34.1322033898305,733.685668945312
-118.913253012048,34.1322033898305,552.53564453125
-118.896385542169,34.1322033898305,389.655670166016
-118.879518072289,34.1322033898305,351.365661621094
-118.86265060241,34.1322033898305,363.78564453125
-118.84578313253,34.1322033898305,378.585662841797
-118.828915662651,34.1322033898305,342.155670166016
-118.812048192771,34.1322033898305,319.435668945312
-118.795180722892,34.1322033898305,293.992279052734
-118.778313253012,34.1322033898305,335.312255859375
-118.761445783133,34.1322033898305,277.972259521484
-118.744578313253,34.1322033898305,335.432281494141
-118.727710843374,34.1322033898305,279.342254638672
-118.710843373494,34.1322033898305,239.192276000977
-118.693975903614,34.1322033898305,317.802276611328
-118.677108433735,34.1322033898305,398.882263183594
-118.660240963855,34.1322033898305,437.064514160156
-118.643373493976,34.1322033898305,451.154510498047
-118.626506024096,34.1322033898305,438.704498291016
-118.609638554217,34.1322033898305,448.524505615234
-118.592771084337,34.1322033898305,387.664520263672
-118.575903614458,34.1322033898305,405.254516601562
-118.559036144578,34.1322033898305,467.894500732422
-118.542168674699,34.1322033898305,456.034515380859
-118.525301204819,34.1322033898305,497.136077880859
-118.50843373494,34.1322033898305,476.896087646484
-118.49156626506,34.1322033898305,411.536102294922
-118.474698795181,34.1322033898305,375.086090087891
-118.457831325301,34.1322033898305,358.076080322266
-118.440963855422,34.1322033898305,341.686096191406
-118.424096385542,34.1322033898305,324.456085205078
-118.407228915663,34.1322033898305,314.786102294922
-118.390361445783,34.1322033898305,310.722259521484
-118.373493975904,34.1322033898305,321.632263183594
-118.356626506024,34.1322033898305,298.602233886719
-118.339759036145,34.1322033898305,260.412261962891
-118.322891566265,34.1322033898305,272.242248535156
-118.306024096386,34.1322033898305,296.612243652344
-118.289156626506,34.1322033898305,289.942260742188
-118.272289156626,34.1322033898305,170.792251586914
-118.255421686747,34.1322033898305,133.402450561523
-118.238554216867,34.1322033898305,163.93244934082
-118.221686746988,34.1322033898305,162.942443847656
-118.204819277108,34.1322033898305,181.702453613281
-118.187951807229,34.1322033898305,207.982452392578
-118.171084337349,34.1322033898305,222.472442626953
-118.15421686747,34.1322033898305,224.762451171875
-118.13734939759,34.1322033898305,223.93244934082
-118.120481927711,34.1322033898305,205.078018188477
-118.103614457831,34.1322033898305,186.958023071289
-118.086746987952,34.1322033898305,176.368011474609
-118.069879518072,34.1322033898305,161.708023071289
-118.053012048193,34.1322033898305,148.598022460938
-118.036144578313,34.1322033898305,130.928024291992
-118.019277108434,34.1322033898305,126.428016662598
-118.002409638554,34.1322033898305,122.278015136719
-117.985542168675,34.1322033898305,122.112442016602
-117.968674698795,34.1322033898305,131.762435913086
-117.951807228916,34.1322033898305,148.992431640625
-117.934939759036,34.1322033898305,158.00244140625
-117.918072289157,34.1322033898305,157.32243347168
-117.901204819277,34.1322033898305,170.902435302734
-117.884337349398,34.1322033898305,182.962432861328
-117.867469879518,34.1322033898305,206.142440795898
-117.850602409639,34.1322033898305,246.298416137695
-117.833734939759,34.1322033898305,271.618408203125
-117.81686746988,34.1322033898305,278.928405761719
-117.8,34.1322033898305,329.838409423828
-119.2,34.1152542372881,-23.307897567749
-119.18313253012,34.1152542372881,-16.727897644043
-119.166265060241,34.1152542372881,-10.977897644043
-119.149397590361,34.1152542372881,-2.00789785385132
-119.132530120482,34.1152542372881,1.74210202693939
-119.115662650602,34.1152542372881,2.30210208892822
-119.098795180723,34.1152542372881,1.93210208415985
-119.081927710843,34.1152542372881,125.322105407715
-119.065060240964,34.1152542372881,319.217926025391
-119.048192771084,34.1152542372881,284.077911376953
-119.031325301205,34.1152542372881,218.647918701172
-119.014457831325,34.1152542372881,179.297927856445
-118.997590361446,34.1152542372881,258.987915039062
-118.980722891566,34.1152542372881,383.717926025391
-118.963855421687,34.1152542372881,612.10791015625
-118.946987951807,34.1152542372881,585.767944335938
-118.930120481928,34.1152542372881,594.765686035156
-118.913253012048,34.1152542372881,605.885681152344
-118.896385542169,34.1152542372881,545.265686035156
-118.879518072289,34.1152542372881,509.215667724609
-118.86265060241,34.1152542372881,512.775634765625
-118.84578313253,34.1152542372881,589.415649414062
-118.828915662651,34.1152542372881,430.015655517578
-118.812048192771,34.1152542372881,444.915649414062
-118.795180722892,34.1152542372881,320.602264404297
-118.778313253012,34.1152542372881,311.272277832031
-118.761445783133,34.1152542372881,267.842254638672
-118.744578313253,34.1152542372881,291.922271728516
-118.727710843374,34.1152542372881,279.132263183594
-118.710843373494,34.1152542372881,216.812271118164
-118.693975903614,34.1152542372881,265.892272949219
-118.677108433735,34.1152542372881,338.182281494141
-118.660240963855,34.1152542372881,423.684509277344
-118.643373493976,34.1152542372881,422.804504394531
-118.626506024096,34.1152542372881,367.004516601562
-118.609638554217,34.1152542372881,426.154510498047
-118.592771084337,34.1152542372881,339.434509277344
-118.575903614458,34.1152542372881,454.464508056641
-118.559036144578,34.1152542372881,541.024536132812
-118.542168674699,34.1152542372881,486.964508056641
-118.525301204819,34.1152542372881,415.336090087891
-118.50843373494,34.1152542372881,441.406097412109
-118.49156626506,34.1152542372881,412.696105957031
-118.474698795181,34.1152542372881,328.306091308594
-118.457831325301,34.1152542372881,314.026092529297
-118.440963855422,34.1152542372881,271.826080322266
-118.424096385542,34.1152542372881,299.386077880859
-118.407228915663,34.1152542372881,277.586090087891
-118.390361445783,34.1152542372881,363.882263183594
-118.373493975904,34.1152542372881,295.752258300781
-118.356626506024,34.1152542372881,235.062255859375
-118.339759036145,34.1152542372881,181.072250366211
-118.322891566265,34.1152542372881,156.102249145508
-118.306024096386,34.1152542372881,167.932250976562
-118.289156626506,34.1152542372881,160.832244873047
-118.272289156626,34.1152542372881,148.862243652344
-118.255421686747,34.1152542372881,126.052452087402
-118.238554216867,34.1152542372881,116.722450256348
-118.221686746988,34.1152542372881,189.59245300293
-118.204819277108,34.1152542372881,191.312454223633
-118.187951807229,34.1152542372881,166.242446899414
-118.171084337349,34.1152542372881,199.512451171875
-118.15421686747,34.1152542372881,202.162445068359
-118.13734939759,34.1152542372881,180.09245300293
-118.120481927711,34.1152542372881,162.158020019531
-118.103614457831,34.1152542372881,148.63801574707
-118.086746987952,34.1152542372881,140.668014526367
-118.069879518072,34.1152542372881,133.178024291992
-118.053012048193,34.1152542372881,123.898017883301
-118.036144578313,34.1152542372881,113.278015136719
-118.019277108434,34.1152542372881,107.098014831543
-118.002409638554,34.1152542372881,97.5480194091797
-117.985542168675,34.1152542372881,88.4524383544922
-117.968674698795,34.1152542372881,122.402435302734
-117.951807228916,34.1152542372881,134.872436523438
-117.934939759036,34.1152542372881,142.042434692383
-117.918072289157,34.1152542372881,144.32243347168
-117.901204819277,34.1152542372881,156.242431640625
-117.884337349398,34.1152542372881,174.182434082031
-117.867469879518,34.1152542372881,196.372436523438
-117.850602409639,34.1152542372881,219.768417358398
-117.833734939759,34.1152542372881,242.44841003418
-117.81686746988,34.1152542372881,268.608428955078
-117.8,34.1152542372881,293.968414306641
-119.2,34.0983050847458,-37.7678985595703
-119.18313253012,34.0983050847458,-34.7478981018066
-119.166265060241,34.0983050847458,-28.3678970336914
-119.149397590361,34.0983050847458,-20.6678981781006
-119.132530120482,34.0983050847458,-13.767897605896
-119.115662650602,34.0983050847458,-13.7178983688354
-119.098795180723,34.0983050847458,-28.8578987121582
-119.081927710843,34.0983050847458,14.652102470398
-119.065060240964,34.0983050847458,169.797927856445
-119.048192771084,34.0983050847458,177.6279296875
-119.031325301205,34.0983050847458,214.227920532227
-119.014457831325,34.0983050847458,156.597930908203
-118.997590361446,34.0983050847458,272.117919921875
-118.980722891566,34.0983050847458,345.507934570312
-118.963855421687,34.0983050847458,417.557922363281
-118.946987951807,34.0983050847458,437.10791015625
-118.930120481928,34.0983050847458,351.965667724609
-118.913253012048,34.0983050847458,304.5556640625
-118.896385542169,34.0983050847458,392.515655517578
-118.879518072289,34.0983050847458,524.565673828125
-118.86265060241,34.0983050847458,458.245666503906
-118.84578313253,34.0983050847458,525.8056640625
-118.828915662651,34.0983050847458,534.965637207031
-118.812048192771,34.0983050847458,577.625671386719
-118.795180722892,34.0983050847458,609.742248535156
-118.778313253012,34.0983050847458,596.492248535156
-118.761445783133,34.0983050847458,432.062255859375
-118.744578313253,34.0983050847458,324.752258300781
-118.727710843374,34.0983050847458,271.702270507812
-118.710843373494,34.0983050847458,197.492263793945
-118.693975903614,34.0983050847458,239.712265014648
-118.677108433735,34.0983050847458,335.612274169922
-118.660240963855,34.0983050847458,449.944519042969
-118.643373493976,34.0983050847458,576.89453125
-118.626506024096,34.0983050847458,440.414520263672
-118.609638554217,34.0983050847458,310.224517822266
-118.592771084337,34.0983050847458,347.474517822266
-118.575903614458,34.0983050847458,354.644500732422
-118.559036144578,34.0983050847458,447.504516601562
-118.542168674699,34.0983050847458,474.754516601562
-118.525301204819,34.0983050847458,331.736083984375
-118.50843373494,34.0983050847458,357.336090087891
-118.49156626506,34.0983050847458,368.836090087891
-118.474698795181,34.0983050847458,276.416076660156
-118.457831325301,34.0983050847458,271.806091308594
-118.440963855422,34.0983050847458,219.476089477539
-118.424096385542,34.0983050847458,188.216094970703
-118.407228915663,34.0983050847458,168.406097412109
-118.390361445783,34.0983050847458,156.942245483398
-118.373493975904,34.0983050847458,113.612251281738
-118.356626506024,34.0983050847458,94.55224609375
-118.339759036145,34.0983050847458,93.2122497558594
-118.322891566265,34.0983050847458,97.4422454833984
-118.306024096386,34.0983050847458,101.522247314453
-118.289156626506,34.0983050847458,104.732246398926
-118.272289156626,34.0983050847458,133.562255859375
-118.255421686747,34.0983050847458,157.302444458008
-118.238554216867,34.0983050847458,149.412445068359
-118.221686746988,34.0983050847458,127.042449951172
-118.204819277108,34.0983050847458,147.562454223633
-118.187951807229,34.0983050847458,191.822448730469
-118.171084337349,34.0983050847458,171.462448120117
-118.15421686747,34.0983050847458,158.532455444336
-118.13734939759,34.0983050847458,154.34245300293
-118.120481927711,34.0983050847458,142.38801574707
-118.103614457831,34.0983050847458,123.37801361084
-118.086746987952,34.0983050847458,114.658020019531
-118.069879518072,34.0983050847458,109.568016052246
-118.053012048193,34.0983050847458,99.8880157470703
-118.036144578313,34.0983050847458,94.1280136108398
-118.019277108434,34.0983050847458,94.5780181884766
-118.002409638554,34.0983050847458,99.3080139160156
-117.985542168675,34.0983050847458,89.5224380493164
-117.968674698795,34.0983050847458,109.49243927002
-117.951807228916,34.0983050847458,114.802436828613
-117.934939759036,34.0983050847458,118.852439880371
-117.918072289157,34.0983050847458,134.562438964844
-117.901204819277,34.0983050847458,150.122436523438
-117.884337349398,34.0983050847458,167.312438964844
-117.867469879518,34.0983050847458,183.992431640625
-117.850602409639,34.0983050847458,204.168411254883
-117.833734939759,34.0983050847458,220.208419799805
-117.81686746988,34.0983050847458,254.828414916992
-117.8,34.0983050847458,289.208404541016
-119.2,34.0813559322034,-66.0279006958008
-119.18313253012,34.0813559322034,-48.9478988647461
-119.166265060241,34.0813559322034,-44.9078979492188
-119.149397590361,34.0813559322034,-53.167896270752
-119.132530120482,34.0813559322034,-45.6778984069824
-119.115662650602,34.0813559322034,-100.397895812988
-119.098795180723,34.0813559322034,-209.667892456055
-119.081927710843,34.0813559322034,-60.0778961181641
-119.065060240964,34.0813559322034,-20.9920749664307
-119.048192771084,34.0813559322034,-15.2220754623413
-119.031325301205,34.0813559322034,32.4979248046875
-119.014457831325,34.0813559322034,125.607925415039
-118.997590361446,34.0813559322034,233.167922973633
-118.980722891566,34.0813559322034,278.037933349609
-118.963855421687,34.0813559322034,312.527923583984
-118.946987951807,34.0813559322034,390.237915039062
-118.930120481928,34.0813559322034,243.245651245117
-118.913253012048,34.0813559322034,408.565643310547
-118.896385542169,34.0813559322034,394.345642089844
-118.879518072289,34.0813559322034,456.625640869141
-118.86265060241,34.0813559322034,416.015655517578
-118.84578313253,34.0813559322034,568.065673828125
-118.828915662651,34.0813559322034,506.745666503906
-118.812048192771,34.0813559322034,499.905670166016
-118.795180722892,34.0813559322034,574.182250976562
-118.778313253012,34.0813559322034,588.982238769531
-118.761445783133,34.0813559322034,568.162292480469
-118.744578313253,34.0813559322034,472.212280273438
-118.727710843374,34.0813559322034,470.442260742188
-118.710843373494,34.0813559322034,252.992263793945
-118.693975903614,34.0813559322034,277.092254638672
