time,sea_water_temperature,sea_water_temperature_qc_agg,z
UTC,degree_Celsius,,m
2022-07-26T12:37:00Z,20.6972,1,0.0
2022-07-26T12:41:00Z,20.7025,1,0.0
2022-07-26T12:45:00Z,20.6842,1,0.0
2022-07-26T12:49:00Z,20.6886,1,0.0
2022-07-26T12:53:00Z,20.6954,1,0.0
2022-07-26T12:57:00Z,20.6885,1,0.0
2022-07-26T13:01:00Z,20.6885,1,0.0
2022-07-26T13:05:00Z,20.6851,1,0.0
2022-07-26T13:09:00Z,20.6807,1,0.0
2022-07-26T13:13:00Z,20.6762,1,0.0
2022-07-26T13:17:00Z,20.6712,1,0.0
2022-07-26T13:21:00Z,20.6682,1,0.0
2022-07-26T13:25:00Z,20.6603,1,0.0
2022-07-26T13:29:00Z,20.6555,1,0.0
2022-07-26T13:33:00Z,20.6532,1,0.0
2022-07-26T13:37:00Z,20.6463,1,0.0
2022-07-26T13:41:00Z,20.6378,1,0.0
2022-07-26T13:45:00Z,20.6346,1,0.0
2022-07-26T13:49:00Z,20.6086,1,0.0
2022-07-26T13:53:00Z,20.6045,1,0.0
2022-07-26T13:57:00Z,20.6221,1,0.0
2022-07-26T14:01:00Z,20.667,1,0.0
2022-07-26T14:05:00Z,20.7527,1,0.0
2022-07-26T14:09:00Z,20.7845,1,0.0
2022-07-26T14:13:00Z,20.807,1,0.0
2022-07-26T14:17:00Z,20.8263,1,0.0
2022-07-26T14:21:00Z,20.8481,1,0.0
2022-07-26T14:25:00Z,20.862,1,0.0
2022-07-26T14:29:00Z,20.8693,1,0.0
2022-07-26T14:33:00Z,20.8967,1,0.0
2022-07-26T14:37:00Z,20.9105,1,0.0
2022-07-26T14:41:00Z,20.9185,1,0.0
2022-07-26T14:45:00Z,20.9254,1,0.0
2022-07-26T14:49:00Z,20.9257,1,0.0
2022-07-26T14:53:00Z,20.9301,1,0.0
2022-07-26T14:57:00Z,20.9334,1,0.0
2022-07-26T15:01:00Z,20.9338,1,0.0
2022-07-26T15:05:00Z,20.9378,1,0.0
2022-07-26T15:09:00Z,20.9383,1,0.0
2022-07-26T15:13:00Z,20.9396,1,0.0
2022-07-26T15:17:00Z,20.9345,1,0.0
2022-07-26T15:21:00Z,20.9348,1,0.0
2022-07-26T15:25:00Z,20.9312,1,0.0
2022-07-26T15:29:00Z,20.9272,1,0.0
2022-07-26T15:33:00Z,20.9248,1,0.0
2022-07-26T15:37:00Z,20.9172,1,0.0
2022-07-26T15:41:00Z,20.9102,1,0.0
2022-07-26T15:45:00Z,20.8996,1,0.0
2022-07-26T15:49:00Z,20.8926,1,0.0
2022-07-26T15:53:00Z,20.8922,1,0.0
2022-07-26T15:57:00Z,20.885,1,0.0
2022-07-26T16:01:00Z,20.8824,1,0.0
2022-07-26T16:05:00Z,20.8799,1,0.0
2022-07-26T16:09:00Z,20.873,1,0.0
2022-07-26T16:13:00Z,20.8678,1,0.0
2022-07-26T16:17:00Z,20.8802,1,0.0
2022-07-26T16:21:00Z,20.8805,1,0.0
2022-07-26T16:25:00Z,20.8681,1,0.0
2022-07-26T16:29:00Z,20.8691,1,0.0
2022-07-26T16:33:00Z,20.8722,1,0.0
2022-07-26T16:37:00Z,20.8741,1,0.0
2022-07-26T16:41:00Z,20.8732,1,0.0
2022-07-26T16:45:00Z,20.873,1,0.0
2022-07-26T16:49:00Z,20.8719,1,0.0
2022-07-26T16:53:00Z,20.8647,1,0.0
2022-07-26T16:57:00Z,20.8665,1,0.0
2022-07-26T17:01:00Z,20.8628,1,0.0
2022-07-26T17:05:00Z,20.8521,1,0.0
2022-07-26T17:09:00Z,20.8712,1,0.0
2022-07-26T17:13:00Z,20.872,1,0.0
2022-07-26T17:17:00Z,20.9066,1,0.0
2022-07-26T17:21:00Z,20.8923,1,0.0
2022-07-26T17:25:00Z,20.9347,1,0.0
2022-07-26T17:29:00Z,20.9274,1,0.0
2022-07-26T17:33:00Z,20.9378,1,0.0
2022-07-26T17:37:00Z,20.9304,1,0.0
2022-07-26T17:41:00Z,20.9501,1,0.0
2022-07-26T17:45:00Z,20.9716,1,0.0
2022-07-26T17:49:00Z,20.9459,1,0.0
2022-07-26T17:53:00Z,20.9921,1,0.0
2022-07-26T17:57:00Z,21.0012,1,0.0
2022-07-26T18:01:00Z,20.9908,1,0.0
2022-07-26T18:05:00Z,20.9344,1,0.0
