time,pH
UTC,
2018-02-02T20:26:25Z,8.05368312834288
2018-02-02T20:26:35Z,8.05337240250043
2018-02-02T20:26:46Z,8.05319969129971
2018-02-02T20:26:57Z,8.05305012273381
2018-02-02T20:27:07Z,8.05283115425739
2018-02-02T20:27:18Z,8.05292287865612
2018-02-02T20:27:28Z,8.05329058278091
2018-02-02T20:27:39Z,8.0523601439187
2018-02-02T20:27:50Z,8.05245187611948
2018-02-02T20:28:00Z,8.05183130806066
2018-02-02T20:28:11Z,8.05146284958371
2018-02-02T20:28:22Z,8.05184211194676
2018-02-02T20:28:32Z,8.0509456088359
2018-02-02T20:28:43Z,8.05076140517045
2018-02-02T20:28:54Z,8.05121000800833
2018-02-02T20:29:04Z,8.05062343210028
2018-02-02T20:29:15Z,8.05006066741169
2018-02-02T20:29:25Z,8.05015242598076
2018-02-02T20:29:36Z,8.05052012591602
2018-02-02T20:29:47Z,8.04993358587683
2018-02-02T20:29:57Z,8.05008310559514
2018-02-02T20:30:08Z,8.04960054750714
2018-02-02T20:30:19Z,8.05005999965415
2018-02-02T20:30:29Z,8.04992203365066
2018-02-02T20:30:40Z,8.04987582581363
2018-02-02T20:30:51Z,8.05086400004203
2018-02-02T20:31:01Z,8.05132340548279
2018-02-02T20:31:12Z,8.05041544618208
2018-02-02T20:31:23Z,8.05011709466612
2018-02-02T20:31:33Z,8.05081777607547
2018-02-02T20:31:44Z,8.05035767845586
2018-02-02T20:31:54Z,8.05008243672485
2018-02-02T20:32:05Z,8.04978341526393
2018-02-02T20:32:16Z,8.05015108122422
2018-02-02T20:32:26Z,8.05059893058923
2018-02-02T20:32:37Z,8.05071377839804
2018-02-02T20:32:48Z,8.05080622035082
2018-02-02T20:32:58Z,8.05053029802283
2018-02-02T20:33:09Z,8.05075999852014
2018-02-02T20:33:20Z,8.05041544618208
2018-02-02T20:33:30Z,8.05104675926118
2018-02-02T20:33:41Z,8.05111609803519
2018-02-02T20:33:51Z,8.0510814281676
2018-02-02T20:34:02Z,8.05149530782486
2018-02-02T20:34:13Z,8.05112765487132
2018-02-02T20:34:23Z,8.0506444514183
2018-02-02T20:34:34Z,8.05128800152239
2018-02-02T20:34:45Z,8.05115004578171
2018-02-02T20:34:55Z,8.05071307754223
2018-02-02T20:35:06Z,8.05111537672509
2018-02-02T20:35:17Z,8.05148300935085
2018-02-02T20:35:27Z,8.05150612523895
2018-02-02T20:35:38Z,8.0518968773637
2018-02-02T20:35:48Z,8.05062134327925
2018-02-02T20:35:59Z,8.05182751982817
2018-02-02T20:36:10Z,8.05155161483451
2018-02-02T20:36:20Z,8.05081636380567
2018-02-02T20:36:31Z,8.05116087874806
2018-02-02T20:36:42Z,8.05151694165346
2018-02-02T20:36:52Z,8.05179284250244
2018-02-02T20:37:03Z,8.05118399101864
2018-02-02T20:37:14Z,8.05082721183824
2018-02-02T20:37:24Z,8.0514591551543
2018-02-02T20:37:35Z,8.05080410382539
2018-02-02T22:37:47Z,8.05383951533726
2018-02-02T22:37:58Z,8.05371319787373
2018-02-02T22:38:09Z,8.05357532011641
2018-02-02T22:38:19Z,8.05389646214079
2018-02-02T22:38:30Z,8.0537478811455
2018-02-02T22:38:40Z,8.05380483127658
2018-02-02T22:38:51Z,8.05339120628487
2018-02-02T22:39:02Z,8.05244923466743
2018-02-02T22:39:12Z,8.0527249683237
2018-02-02T22:39:23Z,8.05253011883181
2018-02-02T22:39:34Z,8.05278194363742
2018-02-02T22:39:44Z,8.05243768021362
2018-02-02T22:39:55Z,8.05275883219094
2018-02-02T22:40:06Z,8.05216195302968
2018-02-02T22:40:16Z,8.05201253906991
2018-02-02T22:40:27Z,8.05207030152394
2018-02-02T22:40:37Z,8.05148420697324
2018-02-02T22:40:48Z,8.05175992280627
2018-02-02T22:40:59Z,8.0509219546382
2018-02-02T22:41:09Z,8.0508988600476
2018-02-02T22:41:20Z,8.05043911669152
2018-02-02T22:41:31Z,8.05088731291225
2018-02-02T22:41:41Z,8.04991147092125
2018-02-02T22:41:52Z,8.04978516045663
2018-02-02T22:42:03Z,8.05068087999778
2018-02-02T22:42:13Z,8.0509219546382
2018-02-02T22:42:24Z,8.05110528607689
2018-02-02T22:42:34Z,8.05060075283861
2018-02-02T22:42:45Z,8.05000315190717
2018-02-02T22:42:56Z,8.0492452996171
2018-02-02T22:43:06Z,8.04961268456534
2018-02-02T22:43:17Z,8.04844130417389
2018-02-02T22:43:28Z,8.0499916089608
2018-02-02T22:43:38Z,8.04961268456534
2018-02-02T22:43:49Z,8.04906129764744
2018-02-02T22:44:00Z,8.04892345410022
2018-02-02T22:44:10Z,8.0492792910725
2018-02-02T22:44:21Z,8.04915298702287
2018-02-02T22:44:32Z,8.0485445384524
2018-02-02T22:44:42Z,8.04940559512213
2018-02-02T22:44:53Z,8.04949727845873
2018-02-02T22:45:03Z,8.04955498017993
2018-02-02T22:45:14Z,8.05040448309287
2018-02-02T22:45:25Z,8.04987618535932
2018-02-02T22:45:35Z,8.05082957883494
2018-02-02T22:45:46Z,8.05085267214598
2018-02-02T22:45:57Z,8.05028972346953
2018-02-02T22:46:07Z,8.0493825157065
2018-02-02T22:46:18Z,8.05002557269343
2018-02-02T22:46:29Z,8.05061160386418
2018-02-02T22:46:39Z,8.05120849623226
2018-02-02T22:46:50Z,8.05105981314128
2018-02-02T22:47:00Z,8.05110528607689
2018-02-02T22:47:11Z,8.05086421896145
2018-02-02T22:47:22Z,8.05095588463404
2018-02-02T22:47:32Z,8.05119694798718
2018-02-02T22:47:43Z,8.0510937382017
2018-02-02T22:47:54Z,8.05095659732386
2018-02-02T22:48:04Z,8.05102516934581
2018-02-02T22:48:15Z,8.05110600636156
2018-02-02T22:48:26Z,8.05058920670651
2018-02-02T22:48:36Z,8.04994609960966
2018-02-02T22:48:47Z,8.04930236974805
2018-02-02T22:48:57Z,8.0487631393056
2018-02-02T22:49:08Z,8.04836113861202
2018-02-02T22:49:19Z,8.04901575906842
2018-02-02T22:49:29Z,8.04848744732704
2018-02-02T22:49:40Z,8.04756869104422
2018-02-02T22:49:51Z,8.04753409672486
2018-02-02T22:50:01Z,8.04798221246699
2018-02-02T22:50:12Z,8.04713212222881
2018-02-02T22:50:23Z,8.04805085125459
2018-02-02T22:50:33Z,8.04829192802051
2018-02-02T22:50:44Z,8.04822329511532
2018-02-02T22:50:54Z,8.0483034628528
2018-02-02T22:51:05Z,8.04883176069874
2018-02-02T22:51:16Z,8.04788994652658
2018-02-02T22:51:26Z,8.04675321007993
2018-02-02T22:51:37Z,8.04792398678645
2018-02-02T22:51:48Z,8.04788994652658
2018-02-02T22:51:58Z,8.04828039329473
2018-02-02T22:52:09Z,8.0479931839898
2018-02-02T22:52:20Z,8.0475110343777
2018-02-02T22:52:30Z,8.04721230752698
2018-02-02T22:52:41Z,8.04676473770134
2018-02-02T22:52:51Z,8.04674168256495
2018-02-02T22:53:02Z,8.04713212222881
2018-02-02T22:53:13Z,8.04615579540218
2018-02-02T22:53:23Z,8.04681034713757
2018-02-02T22:53:34Z,8.04695970409284
2018-02-02T22:53:45Z,8.04739626086525
2018-02-02T22:53:55Z,8.0479931839898
2018-02-02T22:54:06Z,8.0477751747636
2018-02-02T22:54:17Z,8.0485445384524
2018-02-02T23:04:27Z,8.0457777965386
2018-02-02T23:08:27Z,8.04759067095515
2018-02-02T23:12:28Z,8.04550082017995
2018-02-02T23:16:28Z,8.05038071113745
2018-02-02T23:20:28Z,8.04815294807736
2018-02-02T23:24:29Z,8.05359505371346
2018-02-02T23:28:29Z,8.05002490733475
2018-02-02T23:32:29Z,8.0524815281229
2018-02-02T23:36:30Z,8.04821061397165
2018-02-02T23:40:30Z,8.04947419851618
2018-02-02T23:44:30Z,8.05273652426408
2018-02-02T23:48:31Z,8.04834960324714
2018-02-02T23:52:31Z,8.04637477791192
2018-02-02T23:56:31Z,8.05016476434938
2018-02-03T00:00:32Z,8.04921192976926
2018-02-03T00:04:32Z,8.04705347734829
2018-02-03T00:08:32Z,8.04628447167126
2018-02-03T00:12:33Z,8.04533143748385
2018-02-03T00:16:33Z,8.04263266025672
2018-02-03T00:20:33Z,8.04344826827632
2018-02-03T00:24:34Z,8.04265597502221
2018-02-03T00:28:34Z,8.04165671448131
2018-02-03T00:32:34Z,8.0401520558397
2018-02-03T00:36:35Z,8.04105907661757
2018-02-03T00:40:35Z,8.04322884840049
2018-02-03T00:44:35Z,8.04643337725958
2018-02-03T00:48:36Z,8.04415619909699
2018-02-03T00:52:36Z,8.04391623840352
2018-02-03T00:56:36Z,8.04759012928715
2018-02-03T01:00:37Z,8.04469621215
2018-02-03T01:04:37Z,8.05077184742321
2018-02-03T01:08:37Z,8.04642903187046
2018-02-03T01:12:38Z,8.0485871289439
2018-02-03T01:16:38Z,8.04598940047122
2018-02-03T01:20:38Z,8.04669816553508
2018-02-03T01:24:39Z,8.05254336466647
2018-02-03T01:28:39Z,8.05151749706868
2018-02-03T01:32:39Z,8.05730337210902
2018-02-03T01:36:39Z,8.05619078739666
2018-02-03T01:40:40Z,8.05339326027836
2018-02-03T01:44:40Z,8.04657370262894
2018-02-03T01:48:40Z,8.05027617674889
2018-02-03T01:52:41Z,8.04977255714077
2018-02-03T01:56:41Z,8.04724061182868
2018-02-03T02:00:41Z,8.04452381443254
2018-02-03T02:04:42Z,8.04266732864828
2018-02-03T02:08:42Z,8.05024498684054
2018-02-03T02:12:42Z,8.05385651997106
2018-02-03T02:16:43Z,8.05378727064783
2018-02-03T02:20:43Z,8.05361416409697
2018-02-03T02:24:43Z,8.0514115207552
2018-02-03T02:28:44Z,8.04903791839078
2018-02-03T02:32:44Z,8.04562361241995
2018-02-03T02:36:44Z,8.04157797500168
2018-02-03T02:40:45Z,8.04038586125747
2018-02-03T02:44:45Z,8.04083257547565
2018-02-03T02:48:45Z,8.04009911636692
2018-02-03T02:52:46Z,8.04217391939712
2018-02-03T02:56:46Z,8.03872409504333
2018-02-03T03:00:46Z,8.04439811051841
2018-02-03T03:04:47Z,8.04982190934161
2018-02-03T03:08:47Z,8.05164508846111
2018-02-03T03:12:47Z,8.05094748936474
2018-02-03T03:16:48Z,8.05028362630039
2018-02-03T03:20:48Z,8.05074485929599
2018-02-03T03:24:48Z,8.05340093442391
2018-02-03T03:28:49Z,8.05349586013707
2018-02-03T03:32:49Z,8.05251143822137
