File_ID,Intercept,umolO2.L.sec,Temp.C,Salinity,Pressure
RJD_TMP12_pH_7.7_CH1_1_O2.csv,239.58612996713592,-8.847179964641985e-4,12.282683908045977,35,981
RJD_TMP12_pH_7.7_CH2_2_O2.csv,228.71946787728479,-8.293271419876241e-4,12.269431034482759,35,981
RJD_TMP12_pH_7.7_CH3_3_O2.csv,201.4256618483514,-0.0010723683848075892,12.306505747126437,35,981
RJD_TMP12_pH_7.7_CH4_4_O2.csv,228.0756631738752,-0.0011582944135156547,12.259833333333333,35,980.0229885057471
RJD_TMP12_pH_7.7_CH5_Control-05_O2.csv,240.64550674452263,-3.2184749730401654e-4,12.093902298850574,35,980
RJD_TMP12_pH_8_CH10_Control-45_O2.csv,235.3255647619047,-4.264502164501944e-4,11.714097222222222,35,980.0138888888889
RJD_TMP12_pH_8_CH6_41_O2.csv,198.59693313898657,-0.0016535034820467504,12.2621091954023,35,980
RJD_TMP12_pH_8_CH7_42_O2.csv,211.21899141355672,-7.174575764929758e-4,12.312936781609196,35,980
RJD_TMP12_pH_8_CH9_44_O2.csv,224.8379625257172,-9.919428829876433e-4,12.176494252873564,35,980.0977011494252
RJD_TMP14_pH_7.7_CH1_6_O2.csv,226.02034851781525,-0.0013199253933803827,14.336424778761062,35,979.1858407079646
RJD_TMP14_pH_7.7_CH2_7_O2.csv,226.7372912520904,-0.001394962324455853,14.277353982300886,35,979.0176991150443
RJD_TMP14_pH_7.7_CH3_8_O2.csv,191.5254998520976,-0.001196189093924957,14.412575221238939,35,979.2035398230089
RJD_TMP14_pH_7.7_CH4_9_O2.csv,218.1137655235289,-0.0014453047198260606,14.256451327433629,35,979
RJD_TMP14_pH_7.7_CH5_Control-10_O2.csv,235.54801153849962,-1.9086767529063136e-4,14.236823008849557,35,978.0530973451328
RJD_TMP14_pH_8_CH10_48_O2.csv,205.40562794199556,-0.0012155344281186838,14.393823008849557,35,978.0884955752213
RJD_TMP14_pH_8_CH10_Control-50_O2.csv,228.94229170928563,-2.3371255610055727e-4,13.844194805194805,35,980.987012987013
RJD_TMP14_pH_8_CH6_46_O2.csv,184.34471079683607,-0.0013480002123480658,14.264769911504425,35,978.3982300884956
RJD_TMP14_pH_8_CH7_47_O2.csv,200.75416981685004,-0.0011196959015827594,14.450106194690266,35,978.2566371681415
RJD_TMP14_pH_8_CH9_49_O2.csv,211.17894790730864,-0.001490579740565034,14.310761061946902,35,979
RJD_TMP16_pH_7.7_CH1_11_O2.csv,233.4435236547968,-0.0017992615030585095,15.498616666666667,35,978.9333333333333
